model,encoder,axis,imagenet,train_loss,train_iou,train_dice,valid_loss,valid_iou,valid_dice,test_loss,test_iou,test_dice
unet,mobilenet_v2,1,yes,0.08355103433132172,0.8471677303314209,0.916873037815094,0.18453946709632874,0.7124412655830383,0.8162086606025696,0.19687479734420776,0.6924167275428772,0.8038629293441772
linknet,resnet18,2,yes,0.08689214289188385,0.8834205865859985,0.9380432367324829,0.17491349577903748,0.7588164210319519,0.8503040075302124,0.18616646528244019,0.7328681945800781,0.8364714980125427
linknet,resnet34,2,yes,0.13509486615657806,0.861874520778656,0.9255861043930054,0.20495064556598663,0.7625855207443237,0.852088451385498,0.22709524631500244,0.7274013757705688,0.8330623507499695
linknet,se_resnet50,2,yes,0.08786147087812424,0.847817063331604,0.9171010255813599,0.15756163001060486,0.7545834183692932,0.8481409549713135,0.17617417871952057,0.7245650887489319,0.8298357129096985
linknet,resnext50_32x4d,2,yes,0.0898037925362587,0.8467428088188171,0.9162641763687134,0.15195073187351227,0.7625459432601929,0.8548681139945984,0.19315895438194275,0.7143810391426086,0.8236704468727112
linknet,densenet121,2,yes,0.07942848652601242,0.857670783996582,0.9229593873023987,0.14931246638298035,0.7705801129341125,0.8579187989234924,0.1658676117658615,0.7426711916923523,0.8400939702987671
linknet,densenet169,2,yes,0.06409720331430435,0.8805367350578308,0.9362472891807556,0.13712339103221893,0.7762301564216614,0.8637018203735352,0.1565401256084442,0.742247462272644,0.8441041707992554
linknet,efficientnet-b0,2,yes,0.09685513377189636,0.8268818855285645,0.9037286639213562,0.1435443013906479,0.7678741812705994,0.8577904105186462,0.1588238775730133,0.7412825226783752,0.8422152996063232
linknet,efficientnet-b1,2,yes,0.09895480424165726,0.8246244788169861,0.9019832015037537,0.15387098491191864,0.7589081525802612,0.8485217690467834,0.16785836219787598,0.734102725982666,0.834199070930481
linknet,mobilenet_v2,2,yes,0.08877068758010864,0.8427191972732544,0.914111852645874,0.1491365134716034,0.7618427872657776,0.8534996509552002,0.17409774661064148,0.725193977355957,0.8315544128417969
pspnet,resnet18,2,yes,0.13672058284282684,0.770305871963501,0.8698241710662842,0.23120945692062378,0.6796336770057678,0.7781524658203125,0.2453555017709732,0.6469718217849731,0.7614350914955139
pspnet,resnet34,2,yes,0.10536697506904602,0.8144709467887878,0.8973190188407898,0.17970864474773407,0.7212084531784058,0.8234227299690247,0.20824791491031647,0.684256911277771,0.7939134240150452
pspnet,se_resnet50,2,yes,0.10665733367204666,0.8123313188552856,0.8956014513969421,0.17259562015533447,0.730674147605896,0.8301040530204773,0.23441410064697266,0.6535330414772034,0.7681066393852234
pspnet,resnext50_32x4d,2,yes,0.10787256062030792,0.8118852972984314,0.8952584266662598,0.16463801264762878,0.7427493929862976,0.8388755917549133,0.20133446156978607,0.693156361579895,0.8011882901191711
pspnet,densenet121,2,yes,0.10709210485219955,0.8125832080841064,0.8957036733627319,0.1649898737668991,0.7440710663795471,0.8383187651634216,0.2087683230638504,0.6828466057777405,0.7940243482589722
pspnet,densenet169,2,yes,0.09777215868234634,0.826558530330658,0.904325008392334,0.16429078578948975,0.7436843514442444,0.8380741477012634,0.20495441555976868,0.6869287490844727,0.7968522310256958
pspnet,efficientnet-b0,2,yes,0.17449510097503662,0.7165196537971497,0.829321563243866,0.2835814654827118,0.607618510723114,0.7213050127029419,0.26402002573013306,0.6233089566230774,0.740165114402771
pspnet,efficientnet-b1,2,yes,0.16165661811828613,0.733554482460022,0.841819167137146,0.2288101762533188,0.671552836894989,0.7763296961784363,0.24352411925792694,0.6465182304382324,0.7603961229324341
pspnet,mobilenet_v2,2,yes,0.1441134661436081,0.7548468708992004,0.8587977290153503,0.2440793514251709,0.6459420323371887,0.7589658498764038,0.24094310402870178,0.6458765864372253,0.7616506814956665
fpn,resnet18,2,yes,0.07464240491390228,0.8651278018951416,0.9275816082954407,0.14573492109775543,0.767571747303009,0.8562014698982239,0.16448785364627838,0.7377209663391113,0.8378065824508667
fpn,resnet34,2,yes,0.0754242092370987,0.8630136847496033,0.9262908101081848,0.14574770629405975,0.7696084380149841,0.856025755405426,0.17080257833003998,0.7277107238769531,0.830705463886261
fpn,se_resnet50,2,yes,0.07028253376483917,0.8712130188941956,0.9308639764785767,0.14181514084339142,0.7704412937164307,0.859147846698761,0.16642919182777405,0.731412947177887,0.8343266248703003
fpn,resnext50_32x4d,2,yes,0.06852500140666962,0.8745783567428589,0.9328125715255737,0.14292150735855103,0.7681409120559692,0.8578677177429199,0.1598840355873108,0.7404199242591858,0.840813159942627
fpn,densenet121,2,yes,0.07581424713134766,0.8622860908508301,0.9256870150566101,0.14580391347408295,0.7657848596572876,0.8554855585098267,0.16161970794200897,0.7377545833587646,0.8391431570053101
fpn,densenet169,2,yes,0.07390882819890976,0.8652698993682861,0.9274203777313232,0.13805466890335083,0.776690661907196,0.8635311722755432,0.16283465921878815,0.735358715057373,0.8382959365844727
fpn,efficientnet-b0,2,yes,0.09208494424819946,0.8369256854057312,0.9099845886230469,0.13844703137874603,0.7730333805084229,0.8640317916870117,0.16670618951320648,0.728381872177124,0.8343941569328308
fpn,efficientnet-b1,2,yes,0.08483467251062393,0.8478922843933105,0.9167571067810059,0.15280874073505402,0.7559398412704468,0.849120557308197,0.16917715966701508,0.7269378304481506,0.8310083150863647
fpn,mobilenet_v2,2,yes,0.08462139964103699,0.8481071591377258,0.9173809289932251,0.15303964912891388,0.757743775844574,0.8482543230056763,0.16760292649269104,0.7308878302574158,0.8334733843803406
unet,resnet18,2,yes,0.06835238635540009,0.882161021232605,0.9373198747634888,0.15128853917121887,0.7688690423965454,0.8582210540771484,0.17270010709762573,0.7313191890716553,0.8350690603256226
unet,resnet34,2,yes,0.06855980306863785,0.8763525485992432,0.9339606761932373,0.14340908825397491,0.7737463712692261,0.8611496686935425,0.16466152667999268,0.7371909022331238,0.8384931683540344
unet,se_resnet50,2,yes,0.09308907389640808,0.8333939909934998,0.9082936644554138,0.14756660163402557,0.7690939903259277,0.8563172221183777,0.16730323433876038,0.7346962690353394,0.8357345461845398
unet,resnext50_32x4d,2,yes,0.08870948851108551,0.8408274054527283,0.9128660559654236,0.14708802103996277,0.7636715173721313,0.8549100756645203,0.16012777388095856,0.7446725368499756,0.8443968296051025
unet,densenet121,2,yes,0.07975712418556213,0.8554366827011108,0.921662449836731,0.14612582325935364,0.7631228566169739,0.8561966419219971,0.16391007602214813,0.7334900498390198,0.8379859924316406
unet,densenet169,2,yes,0.06882133334875107,0.8723564147949219,0.9315509796142578,0.1412488967180252,0.771014928817749,0.8592451214790344,0.15942732989788055,0.7430664300918579,0.8410610556602478
unet,efficientnet-b0,2,yes,0.10899316519498825,0.809542179107666,0.892430305480957,0.15504997968673706,0.7527551054954529,0.8464210629463196,0.1897915005683899,0.7288891673088074,0.82908034324646
unet,efficientnet-b1,2,yes,0.10412642359733582,0.817634105682373,0.8970588445663452,0.15942080318927765,0.7467794418334961,0.8415312170982361,0.1777142435312271,0.7246682047843933,0.8288019299507141
unet,mobilenet_v2,2,yes,0.09147454798221588,0.8355584144592285,0.9097038507461548,0.15204690396785736,0.7610205411911011,0.8509852886199951,0.16767434775829315,0.7342151999473572,0.8348641991615295
linknet,resnet18,012,yes,0.10142257809638977,0.8478078842163086,0.9175389409065247,0.2336711883544922,0.7062461972236633,0.8074485659599304,0.2575584650039673,0.7072137594223022,0.8173745274543762
linknet,resnet34,012,yes,0.07300601154565811,0.8645707964897156,0.9272144436836243,0.18158084154129028,0.7189214825630188,0.8192126750946045,0.17375563085079193,0.718904972076416,0.8266093730926514
linknet,se_resnet50,012,yes,0.08490803092718124,0.8446783423423767,0.9152045249938965,0.18285897374153137,0.7165542840957642,0.8173238635063171,0.17661802470684052,0.7155424356460571,0.823409378528595
linknet,resnext50_32x4d,012,yes,0.0803980752825737,0.8521466851234436,0.9196798205375671,0.17506471276283264,0.7263461351394653,0.8249825835227966,0.16180552542209625,0.7357103228569031,0.8382627367973328
linknet,densenet121,012,yes,0.08794356882572174,0.8396544456481934,0.9121922254562378,0.17658104002475739,0.7233226895332336,0.8236979842185974,0.16415522992610931,0.7342286109924316,0.8359851837158203
linknet,densenet169,012,yes,0.08782633394002914,0.8399847149848938,0.9123233556747437,0.17932510375976562,0.7207637429237366,0.8209361433982849,0.1652224063873291,0.7302826046943665,0.8348849415779114
linknet,efficientnet-b0,012,yes,0.11691796034574509,0.7957939505577087,0.8832563161849976,0.19737881422042847,0.6937071681022644,0.8028855323791504,0.18606621026992798,0.7030017375946045,0.8139840960502625
linknet,efficientnet-b1,012,yes,0.12465362995862961,0.784667432308197,0.8756703734397888,0.19685156643390656,0.6986794471740723,0.8034167885780334,0.1869431436061859,0.701934278011322,0.8132166862487793
linknet,mobilenet_v2,012,yes,0.09495989978313446,0.8279270529747009,0.9051578640937805,0.18444934487342834,0.7136921286582947,0.8156787753105164,0.1744520366191864,0.7181178331375122,0.8256423473358154
pspnet,resnet18,012,yes,0.13145986199378967,0.7715874314308167,0.8707712888717651,0.2546098232269287,0.6409971117973328,0.7473769783973694,0.2169828712940216,0.670693576335907,0.7850227952003479
pspnet,resnet34,012,yes,0.1158662736415863,0.7955032587051392,0.8856716156005859,0.22294530272483826,0.6700351238250732,0.7784267663955688,0.21375732123851776,0.673764705657959,0.7873541712760925
pspnet,se_resnet50,012,yes,0.12072978168725967,0.7887808084487915,0.8808809518814087,0.22421351075172424,0.6688638925552368,0.7774635553359985,0.21659895777702332,0.6671128869056702,0.7842879891395569
pspnet,resnext50_32x4d,012,yes,0.11728447675704956,0.7942057847976685,0.884375810623169,0.22572624683380127,0.6664031147956848,0.7757989168167114,0.22182521224021912,0.6615643501281738,0.779431164264679
pspnet,densenet121,012,yes,0.10269580036401749,0.8166869878768921,0.8985102772712708,0.21239012479782104,0.6827592253684998,0.7885457277297974,0.21115155518054962,0.6743473410606384,0.7897105813026428
pspnet,densenet169,012,yes,0.09999684989452362,0.82096928358078,0.9011208415031433,0.20349597930908203,0.6912294626235962,0.7973509430885315,0.19677619636058807,0.6898090243339539,0.8039482235908508
pspnet,efficientnet-b0,012,yes,0.23666216433048248,0.6344907283782959,0.766632616519928,0.3984736204147339,0.47147879004478455,0.6056969165802002,0.34850960969924927,0.517082154750824,0.6592037677764893
pspnet,efficientnet-b1,012,yes,0.17294515669345856,0.7151786684989929,0.8286961913108826,0.2435496747493744,0.6441482305526733,0.7583935260772705,0.22499911487102509,0.6585362553596497,0.776894748210907
pspnet,mobilenet_v2,012,yes,0.17076732218265533,0.7149714827537537,0.831804633140564,0.3167950212955475,0.5617592334747314,0.6854863166809082,0.2658248841762543,0.615272045135498,0.7364035844802856
fpn,resnet18,012,yes,0.08871332556009293,0.8407994508743286,0.9133960604667664,0.21083079278469086,0.6858840584754944,0.7906794548034668,0.17813022434711456,0.716842532157898,0.8236923813819885
fpn,resnet34,012,yes,0.08067679405212402,0.8539800047874451,0.9210625886917114,0.18426883220672607,0.7148545980453491,0.8168604969978333,0.1622917801141739,0.7358778119087219,0.8385671973228455
fpn,se_resnet50,012,yes,0.07066980004310608,0.8702996969223022,0.930357813835144,0.187903493642807,0.7118062973022461,0.8126804232597351,0.1687607616186142,0.7278783321380615,0.8318384885787964
fpn,resnext50_32x4d,012,yes,0.07561035454273224,0.8617662787437439,0.9254059791564941,0.17835618555545807,0.721893310546875,0.8223319053649902,0.16507560014724731,0.7314912676811218,0.835419774055481
fpn,densenet121,012,yes,0.07704395800828934,0.859531044960022,0.9240669012069702,0.18067438900470734,0.7229196429252625,0.8204250335693359,0.16193492710590363,0.7372807264328003,0.83890700340271
fpn,densenet169,012,yes,0.07202227413654327,0.8682624101638794,0.9291790127754211,0.17955602705478668,0.7220653891563416,0.8213120102882385,0.15868733823299408,0.740617036819458,0.8420451283454895
fpn,efficientnet-b0,012,yes,0.10922015458345413,0.8093723654747009,0.8924247026443481,0.1901995688676834,0.7044692039489746,0.8114604353904724,0.18220141530036926,0.7111473083496094,0.8191954493522644
fpn,efficientnet-b1,012,yes,0.08440213650465012,0.8478513956069946,0.9166699051856995,0.18180397152900696,0.7191286683082581,0.8190470933914185,0.15897497534751892,0.7394322752952576,0.8417048454284668
fpn,mobilenet_v2,012,yes,0.09244213253259659,0.8343064785003662,0.9091320037841797,0.19192227721214294,0.7062665820121765,0.8094407916069031,0.17153283953666687,0.7220730781555176,0.8295856714248657
unet,resnet18,012,yes,0.07920554280281067,0.8583248853683472,0.923676609992981,0.2006446123123169,0.7029948234558105,0.806422233581543,0.19315914809703827,0.7109323740005493,0.8203956484794617
unet,resnet34,012,yes,0.07571424543857574,0.8600588440895081,0.9245737791061401,0.17277094721794128,0.7296276688575745,0.8284479379653931,0.17026452720165253,0.7246604561805725,0.8303477168083191
unet,se_resnet50,012,yes,0.10287414491176605,0.8160986304283142,0.8974205255508423,0.18700134754180908,0.7122589349746704,0.8131886720657349,0.19319960474967957,0.6973882913589478,0.8076878190040588
unet,resnext50_32x4d,012,yes,0.08522552251815796,0.8442243933677673,0.9149316549301147,0.17504924535751343,0.7265000343322754,0.8251205682754517,0.16367554664611816,0.7320809960365295,0.8364251852035522
unet,densenet121,012,yes,0.10594453662633896,0.8113110661506653,0.8944938778877258,0.19145682454109192,0.704888641834259,0.8089831471443176,0.18839645385742188,0.7084910273551941,0.8141122460365295
unet,densenet169,012,yes,0.07415314763784409,0.8629599809646606,0.9260424971580505,0.1804049164056778,0.7213011384010315,0.8197595477104187,0.16171744465827942,0.7342612147331238,0.838363766670227
unet,efficientnet-b0,012,yes,0.10429343581199646,0.815813422203064,0.8958739042282104,0.17741252481937408,0.7237961292266846,0.8227837085723877,0.17065440118312836,0.7254832983016968,0.8294801115989685
unet,efficientnet-b1,012,yes,0.10352156311273575,0.8163793683052063,0.8966495394706726,0.18003389239311218,0.714317262172699,0.8200494050979614,0.18523792922496796,0.7048653364181519,0.8148863911628723
unet,mobilenet_v2,012,yes,0.10706226527690887,0.8093146681785583,0.8933025598526001,0.20504769682884216,0.6937177777290344,0.7964396476745605,0.19408470392227173,0.6960940957069397,0.8067333102226257
fpn,resnet18,0,yes,0.11540292203426361,0.798391580581665,0.8877090811729431,0.2500934302806854,0.6399669647216797,0.7521380186080933,0.1738985776901245,0.723747193813324,0.8285603523254395
fpn,resnet34,0,yes,0.09792563319206238,0.8254061341285706,0.9040640592575073,0.2077411711215973,0.6872122287750244,0.7940647006034851,0.1511402130126953,0.7544121146202087,0.8502469062805176
fpn,se_resnet50,0,yes,0.12497945129871368,0.7830471992492676,0.8771165609359741,0.22744473814964294,0.6630208492279053,0.7748770713806152,0.175349161028862,0.7223812937736511,0.8264603018760681
fpn,resnext50_32x4d,0,yes,0.1075955256819725,0.8106541633605957,0.8943785429000854,0.21647685766220093,0.6778677105903625,0.7852210998535156,0.15407954156398773,0.7493965029716492,0.8472999930381775
fpn,densenet121,0,yes,0.11744328588247299,0.7950893640518188,0.8848186731338501,0.23198965191841125,0.6597172021865845,0.7703445553779602,0.15927603840827942,0.7417184710502625,0.8421657681465149
fpn,densenet169,0,yes,0.10593843460083008,0.8128240704536438,0.89593505859375,0.2107512354850769,0.6824728846549988,0.7928715944290161,0.15655766427516937,0.7483912110328674,0.8446876406669617
fpn,efficientnet-b0,0,yes,0.12810806930065155,0.7797112464904785,0.8748254179954529,0.23946687579154968,0.6467167139053345,0.764188289642334,0.192735493183136,0.6971835494041443,0.8091213703155518
fpn,efficientnet-b1,0,yes,0.12723010778427124,0.7807764410972595,0.8757001757621765,0.22620265185832977,0.6662562489509583,0.7785587310791016,0.1665031462907791,0.7343608736991882,0.8360854983329773
fpn,mobilenet_v2,0,yes,0.12425774335861206,0.7845398187637329,0.8781632781028748,0.23377031087875366,0.6591435074806213,0.7688375115394592,0.16327299177646637,0.7384666204452515,0.8387563228607178
unet,resnet18,0,yes,0.10242010653018951,0.8267788290977478,0.9050367474555969,0.25522127747535706,0.6669433116912842,0.7739763259887695,0.19522875547409058,0.7017386555671692,0.8142078518867493
unet,resnet34,0,yes,0.101866215467453,0.8192051649093628,0.9002725481987,0.22023242712020874,0.6956883668899536,0.7995845079421997,0.16866238415241241,0.7283247709274292,0.8344818353652954
unet,se_resnet50,0,yes,0.11395694315433502,0.799139678478241,0.8869578838348389,0.2126435786485672,0.6900150775909424,0.7930032014846802,0.17551204562187195,0.7237986922264099,0.8254813551902771
unet,resnext50_32x4d,0,yes,0.10862114280462265,0.8070494532585144,0.8919724822044373,0.20745758712291718,0.6863815784454346,0.7939323782920837,0.1573982685804367,0.7438234686851501,0.8430555462837219
unet,densenet121,0,yes,0.11622699350118637,0.7963792085647583,0.8849577307701111,0.22425109148025513,0.6735248565673828,0.7803861498832703,0.1738412231206894,0.7256028056144714,0.8278396725654602
unet,densenet169,0,yes,0.12217274308204651,0.7879802584648132,0.8795551657676697,0.23570862412452698,0.6632150411605835,0.7693818807601929,0.16234099864959717,0.7405362129211426,0.8414517045021057
unet,efficientnet-b0,0,yes,0.10773029923439026,0.8083454370498657,0.8927924036979675,0.2029382288455963,0.6852757930755615,0.7977886199951172,0.1668357104063034,0.729299008846283,0.8336325883865356
unet,efficientnet-b1,0,yes,0.10809601843357086,0.8075949549674988,0.8924665451049805,0.1975538283586502,0.6956924200057983,0.8031747937202454,0.16421866416931152,0.7337557673454285,0.8361464142799377
unet,mobilenet_v2,0,yes,0.12978006899356842,0.7754760980606079,0.8715579509735107,0.23336730897426605,0.6604067087173462,0.7708743810653687,0.1587926298379898,0.7469755411148071,0.8432003855705261
fpn,resnet18,0,yes,0.20292668044567108,0.6705056428909302,0.8004516959190369,0.2690580189228058,0.6166799068450928,0.7326403260231018,0.21466931700706482,0.6666441559791565,0.788662850856781
fpn,resnet34,0,yes,0.19751058518886566,0.6809061765670776,0.8049723505973816,0.25680288672447205,0.626764714717865,0.7484281659126282,0.23560409247875214,0.6378307342529297,0.7674881219863892
fpn,se_resnet50,0,yes,0.19704584777355194,0.6871454119682312,0.8051532506942749,0.25179216265678406,0.6332423686981201,0.7504632472991943,0.1990935206413269,0.6875041127204895,0.8021070957183838
fpn,densenet121,0,yes,0.21018517017364502,0.6719914674758911,0.7920966148376465,0.27670618891716003,0.6099659204483032,0.7268744111061096,0.2237497866153717,0.6497179865837097,0.7780097126960754
fpn,densenet169,0,yes,0.19742780923843384,0.6873626112937927,0.8050152659416199,0.27958062291145325,0.6021314859390259,0.7229352593421936,0.22296369075775146,0.653755784034729,0.7787678837776184
fpn,mobilenet_v2,0,yes,0.23312801122665405,0.6414048671722412,0.7704362869262695,0.318514347076416,0.5613335371017456,0.6835106611251831,0.22253887355327606,0.6540632247924805,0.7811588048934937
unet,resnet18,0,yes,0.20446854829788208,0.6871302127838135,0.8123020529747009,0.32727494835853577,0.6195634603500366,0.7274417281150818,0.21155190467834473,0.6855376958847046,0.8008708953857422
unet,resnet34,0,yes,0.21755588054656982,0.6591448187828064,0.7884796857833862,0.3035866916179657,0.6365517377853394,0.7427505254745483,0.21006523072719574,0.6832934021949768,0.8004665970802307
unet,se_resnet50,0,yes,0.21174883842468262,0.6707737445831299,0.7902209758758545,0.27535557746887207,0.6286562085151672,0.731452465057373,0.18982569873332977,0.7012999057769775,0.811810314655304
unet,densenet121,0,yes,0.22626850008964539,0.6544658541679382,0.776473343372345,0.336117148399353,0.5683807134628296,0.6764078140258789,0.23032066226005554,0.6450091600418091,0.7741063237190247
unet,densenet169,0,yes,0.2764739692211151,0.5965577363967896,0.7319908738136292,0.3656051754951477,0.5365388989448547,0.6465672850608826,0.24187880754470825,0.6728320121765137,0.7917656302452087
unet,mobilenet_v2,0,yes,0.22934490442276,0.6463180780410767,0.7734404802322388,0.3052038252353668,0.5937709808349609,0.7117668390274048,0.21691887080669403,0.6641992330551147,0.7868172526359558
fpn,resnet18,0,yes,0.30140841007232666,0.5472166538238525,0.7015236616134644,0.25478872656822205,0.6373090744018555,0.7478428483009338,0.1895572990179062,0.7020789384841919,0.8127225637435913
fpn,resnet34,0,yes,0.2879049777984619,0.5684273838996887,0.7142617106437683,0.2527259290218353,0.6412125825881958,0.7493160963058472,0.1798156201839447,0.7159196734428406,0.8217318058013916
fpn,se_resnet50,0,yes,0.3161826729774475,0.5536482334136963,0.6856468319892883,0.22295525670051575,0.6680011749267578,0.7797531485557556,0.2068038135766983,0.6795964241027832,0.7956191301345825
fpn,densenet121,0,yes,0.3197462558746338,0.5461207628250122,0.6824021935462952,0.24900417029857635,0.6387441754341125,0.7538509368896484,0.1958896517753601,0.6941858530044556,0.8066746592521667
fpn,densenet169,0,yes,0.3049573302268982,0.5630796551704407,0.6970319747924805,0.2522296905517578,0.6299683451652527,0.750136137008667,0.18695080280303955,0.7089495658874512,0.8153153657913208
fpn,mobilenet_v2,0,yes,0.3219032883644104,0.5458695292472839,0.6807228922843933,0.2684958279132843,0.6129012703895569,0.7356761693954468,0.2045399695634842,0.6844520568847656,0.7980795502662659
